,Unnamed: 0,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p,Matched_LHS,RuleMatched_LHS,Matched,RuleMatched,Violated,RuleViolated
5317,59904,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f2f2cc1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5318,59911,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@436a4e4b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5319,59932,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a079870""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5320,59979,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@475e586c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5321,59981,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@657c8ad9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5322,59990,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6295d394""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5323,59991,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@475e586c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5324,59998,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6646153""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5325,60008,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78b1cc93""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5326,60010,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6646153""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5327,60017,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@21507a04""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5328,60019,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@143640d5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5329,60057,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f3b5d16""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5330,60087,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b938003""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5331,60092,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55a561cf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5332,60094,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b938003""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5333,60102,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f3b5d16""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5334,60111,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@258e2e41""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5335,60112,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d299e3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5336,60160,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d299e3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5337,60172,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b168fa9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5338,60182,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@48524010""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5339,60190,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ee0fea4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5340,60228,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b419da""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5341,60238,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a84f40f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5342,60241,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a84f40f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5343,60255,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b2da18f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5344,60257,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23282c25""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5345,60259,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5906ebcb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5346,60268,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7920ba90""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5347,60304,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@358c99f5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5348,60311,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14ec4505""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5349,60312,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53ca01a2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5350,60321,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53ca01a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5351,60330,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14ec4505""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5352,60337,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53ca01a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5353,60372,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e50a6f6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5354,60382,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4034c28c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5355,60425,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d9d4f9d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5356,60435,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17c1bced""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5357,60440,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17c1bced""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5358,60441,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d9d4f9d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5359,60448,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d9d4f9d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5360,60460,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ef60048""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5361,60475,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af97850""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5362,60480,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af97850""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5363,60481,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ef60048""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5364,60482,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af97850""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
5365,60489,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17c386de""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5366,60512,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d548a08""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5367,60524,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@691a7f8f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5368,60539,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50a7bc6e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5369,60546,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@780cb77""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5370,60549,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d548a08""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5371,60574,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16aa0a0a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5372,60576,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@161b062a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5373,60581,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2aece37d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5374,60589,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2aece37d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5375,60594,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@548a102f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5376,60604,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c87521""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5377,60609,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14a2f921""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5378,60612,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14a2f921""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5379,60614,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5762806e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5380,60635,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55ca8de8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5381,60652,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c34f934""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5382,60668,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12d3a4e9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5383,60673,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c34f934""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5384,60674,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12d3a4e9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5385,60675,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c34f934""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,0,,0,
5386,60723,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25a65b77""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5387,60724,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2ed0fbae""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5388,60733,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2ed0fbae""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5389,60735,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@212bf671""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5390,60753,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@240237d2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5391,60772,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b546384""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5392,60774,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2893de87""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5393,60779,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@214b199c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5394,60794,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d740a0f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR""",0,,9,"['4', '6', '7', '8', '9', '10', '11', '14', '19']",0,
5395,60799,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20d3d15a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5396,60804,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b546384""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5397,60819,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@214b199c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5398,60847,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25b485ba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
5399,60856,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f1c7bf6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5400,60861,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f1c7bf6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop""",0,,2,"['13', '22']",0,
5401,60862,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25b485ba""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push""",0,,6,"['2', '5', '13', '15', '16', '17']",0,
5402,60871,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75c072cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop""",0,,5,"['0', '1', '6', '7', '22']",0,
5403,60891,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d68ef40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear""",0,,4,"['3', '6', '7', '20']",0,
